state,year,metric,value
Melaka,2021,Tenaga Buruh 141.2 150.7 156.7 165.9 174.5 Labour Force Bekerja 138.2 147.7 153.6 163.1 172.1 Employed Penganggur 3.1 3.0 3.1 2.8 2.5 Unemployed Luar Tenaga Buruh 28.4 28.7 31.4 28.7 30.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.3 84.0 83.3 85.2 85.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.2 2.0 2.0 1.7 1.4 Graduates Unemployment Rate,
Melaka,2022,Tenaga Buruh 141.2 150.7 156.7 165.9 174.5 Labour Force Bekerja 138.2 147.7 153.6 163.1 172.1 Employed Penganggur 3.1 3.0 3.1 2.8 2.5 Unemployed Luar Tenaga Buruh 28.4 28.7 31.4 28.7 30.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.3 84.0 83.3 85.2 85.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.2 2.0 2.0 1.7 1.4 Graduates Unemployment Rate,
Melaka,2023,Tenaga Buruh 141.2 150.7 156.7 165.9 174.5 Labour Force Bekerja 138.2 147.7 153.6 163.1 172.1 Employed Penganggur 3.1 3.0 3.1 2.8 2.5 Unemployed Luar Tenaga Buruh 28.4 28.7 31.4 28.7 30.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.3 84.0 83.3 85.2 85.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.2 2.0 2.0 1.7 1.4 Graduates Unemployment Rate,
Melaka,2024,Tenaga Buruh 141.2 150.7 156.7 165.9 174.5 Labour Force Bekerja 138.2 147.7 153.6 163.1 172.1 Employed Penganggur 3.1 3.0 3.1 2.8 2.5 Unemployed Luar Tenaga Buruh 28.4 28.7 31.4 28.7 30.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.3 84.0 83.3 85.2 85.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.2 2.0 2.0 1.7 1.4 Graduates Unemployment Rate,
Melaka,2020,Lelaki Male,78200.0
Melaka,2021,Lelaki Male,81900.0
Melaka,2022,Lelaki Male,85900.0
Melaka,2023,Lelaki Male,89000.0
Melaka,2024,Lelaki Male,93200.0
Melaka,2020,Tenaga Buruh 69.5 72.1 75.1 79.5 83.6 Labour Force Bekerja 68.3 70.9 74.2 78.6 82.8 Employed Penganggur 1.2 1.2 0.9 0.9 0.8 Unemployed Luar Tenaga Buruh 8.7 9.8 10.8 9.5 9.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.8 88.0 87.4 89.3 89.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.7 1.6 1.3 1.1 0.9 Graduates Unemployment Rate,
Melaka,2021,Tenaga Buruh 69.5 72.1 75.1 79.5 83.6 Labour Force Bekerja 68.3 70.9 74.2 78.6 82.8 Employed Penganggur 1.2 1.2 0.9 0.9 0.8 Unemployed Luar Tenaga Buruh 8.7 9.8 10.8 9.5 9.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.8 88.0 87.4 89.3 89.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.7 1.6 1.3 1.1 0.9 Graduates Unemployment Rate,
Melaka,2022,Tenaga Buruh 69.5 72.1 75.1 79.5 83.6 Labour Force Bekerja 68.3 70.9 74.2 78.6 82.8 Employed Penganggur 1.2 1.2 0.9 0.9 0.8 Unemployed Luar Tenaga Buruh 8.7 9.8 10.8 9.5 9.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.8 88.0 87.4 89.3 89.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.7 1.6 1.3 1.1 0.9 Graduates Unemployment Rate,
Melaka,2023,Tenaga Buruh 69.5 72.1 75.1 79.5 83.6 Labour Force Bekerja 68.3 70.9 74.2 78.6 82.8 Employed Penganggur 1.2 1.2 0.9 0.9 0.8 Unemployed Luar Tenaga Buruh 8.7 9.8 10.8 9.5 9.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.8 88.0 87.4 89.3 89.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.7 1.6 1.3 1.1 0.9 Graduates Unemployment Rate,
Melaka,2024,Tenaga Buruh 69.5 72.1 75.1 79.5 83.6 Labour Force Bekerja 68.3 70.9 74.2 78.6 82.8 Employed Penganggur 1.2 1.2 0.9 0.9 0.8 Unemployed Luar Tenaga Buruh 8.7 9.8 10.8 9.5 9.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.8 88.0 87.4 89.3 89.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.7 1.6 1.3 1.1 0.9 Graduates Unemployment Rate,
Melaka,2020,Perempuan Female,91400.0
Melaka,2021,Perempuan Female,97500.0
Melaka,2022,Perempuan Female,102100.0
Melaka,2023,Perempuan Female,105600.0
Melaka,2024,Perempuan Female,112000.0
Melaka,2020,Tenaga Buruh 71.8 78.6 81.5 86.4 91.0 Labour Force Bekerja 69.9 76.8 79.4 84.5 89.3 Employed Penganggur 1.9 1.9 2.1 1.9 1.7 Unemployed Luar Tenaga Buruh 19.6 18.8 20.6 19.2 21.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.5 80.7 79.8 81.8 81.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.6 2.4 2.6 2.2 1.8 Graduates Unemployment Rate,
Melaka,2021,Tenaga Buruh 71.8 78.6 81.5 86.4 91.0 Labour Force Bekerja 69.9 76.8 79.4 84.5 89.3 Employed Penganggur 1.9 1.9 2.1 1.9 1.7 Unemployed Luar Tenaga Buruh 19.6 18.8 20.6 19.2 21.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.5 80.7 79.8 81.8 81.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.6 2.4 2.6 2.2 1.8 Graduates Unemployment Rate,
Melaka,2022,Tenaga Buruh 71.8 78.6 81.5 86.4 91.0 Labour Force Bekerja 69.9 76.8 79.4 84.5 89.3 Employed Penganggur 1.9 1.9 2.1 1.9 1.7 Unemployed Luar Tenaga Buruh 19.6 18.8 20.6 19.2 21.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.5 80.7 79.8 81.8 81.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.6 2.4 2.6 2.2 1.8 Graduates Unemployment Rate,
Melaka,2023,Tenaga Buruh 71.8 78.6 81.5 86.4 91.0 Labour Force Bekerja 69.9 76.8 79.4 84.5 89.3 Employed Penganggur 1.9 1.9 2.1 1.9 1.7 Unemployed Luar Tenaga Buruh 19.6 18.8 20.6 19.2 21.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.5 80.7 79.8 81.8 81.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.6 2.4 2.6 2.2 1.8 Graduates Unemployment Rate,
Melaka,2024,Tenaga Buruh 71.8 78.6 81.5 86.4 91.0 Labour Force Bekerja 69.9 76.8 79.4 84.5 89.3 Employed Penganggur 1.9 1.9 2.1 1.9 1.7 Unemployed Luar Tenaga Buruh 19.6 18.8 20.6 19.2 21.0 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.5 80.7 79.8 81.8 81.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.6 2.4 2.6 2.2 1.8 Graduates Unemployment Rate,
Melaka,2020,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Melaka,2021,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Melaka,2022,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Melaka,2023,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Melaka,2024,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Negeri Sembilan,2020,Jumlah Total,198200.0
Negeri Sembilan,2021,Jumlah Total,212800.0
Negeri Sembilan,2022,Jumlah Total,219100.0
Negeri Sembilan,2023,Jumlah Total,229500.0
Negeri Sembilan,2024,Jumlah Total,241800.0
Negeri Sembilan,2020,Tenaga Buruh 162.0 174.3 179.4 187.9 200.9 Labour Force Bekerja 155.4 167.9 173.5 182.1 194.7 Employed Penganggur 6.6 6.5 5.9 5.7 6.2 Unemployed Luar Tenaga Buruh 36.3 38.5 39.6 41.6 40.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.7 81.9 81.9 81.9 83.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.7 3.3 3.0 3.1 Graduates Unemployment Rate,
Negeri Sembilan,2021,Tenaga Buruh 162.0 174.3 179.4 187.9 200.9 Labour Force Bekerja 155.4 167.9 173.5 182.1 194.7 Employed Penganggur 6.6 6.5 5.9 5.7 6.2 Unemployed Luar Tenaga Buruh 36.3 38.5 39.6 41.6 40.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.7 81.9 81.9 81.9 83.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.7 3.3 3.0 3.1 Graduates Unemployment Rate,
Negeri Sembilan,2022,Tenaga Buruh 162.0 174.3 179.4 187.9 200.9 Labour Force Bekerja 155.4 167.9 173.5 182.1 194.7 Employed Penganggur 6.6 6.5 5.9 5.7 6.2 Unemployed Luar Tenaga Buruh 36.3 38.5 39.6 41.6 40.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.7 81.9 81.9 81.9 83.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.7 3.3 3.0 3.1 Graduates Unemployment Rate,
Negeri Sembilan,2023,Tenaga Buruh 162.0 174.3 179.4 187.9 200.9 Labour Force Bekerja 155.4 167.9 173.5 182.1 194.7 Employed Penganggur 6.6 6.5 5.9 5.7 6.2 Unemployed Luar Tenaga Buruh 36.3 38.5 39.6 41.6 40.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.7 81.9 81.9 81.9 83.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.7 3.3 3.0 3.1 Graduates Unemployment Rate,
Negeri Sembilan,2024,Tenaga Buruh 162.0 174.3 179.4 187.9 200.9 Labour Force Bekerja 155.4 167.9 173.5 182.1 194.7 Employed Penganggur 6.6 6.5 5.9 5.7 6.2 Unemployed Luar Tenaga Buruh 36.3 38.5 39.6 41.6 40.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 81.7 81.9 81.9 81.9 83.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.7 3.3 3.0 3.1 Graduates Unemployment Rate,
Negeri Sembilan,2020,Lelaki Male,88400.0
Negeri Sembilan,2021,Lelaki Male,93100.0
Negeri Sembilan,2022,Lelaki Male,97000.0
Negeri Sembilan,2023,Lelaki Male,100800.0
Negeri Sembilan,2024,Lelaki Male,106700.0
Negeri Sembilan,2020,Tenaga Buruh 77.2 80.6 84.2 87.7 94.0 Labour Force Bekerja 74.1 77.7 81.5 85.3 91.7 Employed Penganggur 3.1 2.9 2.7 2.4 2.3 Unemployed Luar Tenaga Buruh 11.3 12.6 12.8 13.1 12.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.5 86.8 87.0 88.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.0 3.6 3.2 2.7 2.4 Graduates Unemployment Rate,
Negeri Sembilan,2021,Tenaga Buruh 77.2 80.6 84.2 87.7 94.0 Labour Force Bekerja 74.1 77.7 81.5 85.3 91.7 Employed Penganggur 3.1 2.9 2.7 2.4 2.3 Unemployed Luar Tenaga Buruh 11.3 12.6 12.8 13.1 12.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.5 86.8 87.0 88.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.0 3.6 3.2 2.7 2.4 Graduates Unemployment Rate,
Negeri Sembilan,2022,Tenaga Buruh 77.2 80.6 84.2 87.7 94.0 Labour Force Bekerja 74.1 77.7 81.5 85.3 91.7 Employed Penganggur 3.1 2.9 2.7 2.4 2.3 Unemployed Luar Tenaga Buruh 11.3 12.6 12.8 13.1 12.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.5 86.8 87.0 88.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.0 3.6 3.2 2.7 2.4 Graduates Unemployment Rate,
Negeri Sembilan,2023,Tenaga Buruh 77.2 80.6 84.2 87.7 94.0 Labour Force Bekerja 74.1 77.7 81.5 85.3 91.7 Employed Penganggur 3.1 2.9 2.7 2.4 2.3 Unemployed Luar Tenaga Buruh 11.3 12.6 12.8 13.1 12.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.5 86.8 87.0 88.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.0 3.6 3.2 2.7 2.4 Graduates Unemployment Rate,
Negeri Sembilan,2024,Tenaga Buruh 77.2 80.6 84.2 87.7 94.0 Labour Force Bekerja 74.1 77.7 81.5 85.3 91.7 Employed Penganggur 3.1 2.9 2.7 2.4 2.3 Unemployed Luar Tenaga Buruh 11.3 12.6 12.8 13.1 12.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.5 86.8 87.0 88.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.0 3.6 3.2 2.7 2.4 Graduates Unemployment Rate,
Negeri Sembilan,2020,Perempuan Female,109800.0
Negeri Sembilan,2021,Perempuan Female,119700.0
Negeri Sembilan,2022,Perempuan Female,122100.0
Negeri Sembilan,2023,Perempuan Female,128699.99999999999
Negeri Sembilan,2024,Perempuan Female,135100.0
Negeri Sembilan,2020,Tenaga Buruh 84.8 93.8 95.3 100.2 106.9 Labour Force Bekerja 81.3 90.2 92.0 96.8 102.9 Employed Penganggur 3.5 3.6 3.2 3.4 3.9 Unemployed Luar Tenaga Buruh 25.0 25.9 26.8 28.6 28.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 78.3 78.0 77.8 79.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.2 3.8 3.4 3.4 3.7 Graduates Unemployment Rate,
Negeri Sembilan,2021,Tenaga Buruh 84.8 93.8 95.3 100.2 106.9 Labour Force Bekerja 81.3 90.2 92.0 96.8 102.9 Employed Penganggur 3.5 3.6 3.2 3.4 3.9 Unemployed Luar Tenaga Buruh 25.0 25.9 26.8 28.6 28.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 78.3 78.0 77.8 79.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.2 3.8 3.4 3.4 3.7 Graduates Unemployment Rate,
Negeri Sembilan,2022,Tenaga Buruh 84.8 93.8 95.3 100.2 106.9 Labour Force Bekerja 81.3 90.2 92.0 96.8 102.9 Employed Penganggur 3.5 3.6 3.2 3.4 3.9 Unemployed Luar Tenaga Buruh 25.0 25.9 26.8 28.6 28.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 78.3 78.0 77.8 79.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.2 3.8 3.4 3.4 3.7 Graduates Unemployment Rate,
Negeri Sembilan,2023,Tenaga Buruh 84.8 93.8 95.3 100.2 106.9 Labour Force Bekerja 81.3 90.2 92.0 96.8 102.9 Employed Penganggur 3.5 3.6 3.2 3.4 3.9 Unemployed Luar Tenaga Buruh 25.0 25.9 26.8 28.6 28.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 78.3 78.0 77.8 79.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.2 3.8 3.4 3.4 3.7 Graduates Unemployment Rate,
Negeri Sembilan,2024,Tenaga Buruh 84.8 93.8 95.3 100.2 106.9 Labour Force Bekerja 81.3 90.2 92.0 96.8 102.9 Employed Penganggur 3.5 3.6 3.2 3.4 3.9 Unemployed Luar Tenaga Buruh 25.0 25.9 26.8 28.6 28.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 78.3 78.0 77.8 79.1 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.2 3.8 3.4 3.4 3.7 Graduates Unemployment Rate,
Pahang,2020,Jumlah Total,186800.0
Pahang,2021,Jumlah Total,199300.0
Pahang,2022,Jumlah Total,209400.0
Pahang,2023,Jumlah Total,219000.0
Pahang,2024,Jumlah Total,221900.0
Pahang,2020,Tenaga Buruh 158.2 166.3 176.3 181.6 189.3 Labour Force Bekerja 151.7 160.1 169.8 175.8 183.7 Employed Penganggur 6.5 6.3 6.4 5.8 5.6 Unemployed Luar Tenaga Buruh 28.6 33.0 33.1 37.5 32.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.7 83.4 84.2 82.9 85.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.8 3.7 3.2 3.0 Graduates Unemployment Rate,
Pahang,2021,Tenaga Buruh 158.2 166.3 176.3 181.6 189.3 Labour Force Bekerja 151.7 160.1 169.8 175.8 183.7 Employed Penganggur 6.5 6.3 6.4 5.8 5.6 Unemployed Luar Tenaga Buruh 28.6 33.0 33.1 37.5 32.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.7 83.4 84.2 82.9 85.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.8 3.7 3.2 3.0 Graduates Unemployment Rate,
Pahang,2022,Tenaga Buruh 158.2 166.3 176.3 181.6 189.3 Labour Force Bekerja 151.7 160.1 169.8 175.8 183.7 Employed Penganggur 6.5 6.3 6.4 5.8 5.6 Unemployed Luar Tenaga Buruh 28.6 33.0 33.1 37.5 32.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.7 83.4 84.2 82.9 85.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.8 3.7 3.2 3.0 Graduates Unemployment Rate,
Pahang,2023,Tenaga Buruh 158.2 166.3 176.3 181.6 189.3 Labour Force Bekerja 151.7 160.1 169.8 175.8 183.7 Employed Penganggur 6.5 6.3 6.4 5.8 5.6 Unemployed Luar Tenaga Buruh 28.6 33.0 33.1 37.5 32.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.7 83.4 84.2 82.9 85.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.8 3.7 3.2 3.0 Graduates Unemployment Rate,
Pahang,2024,Tenaga Buruh 158.2 166.3 176.3 181.6 189.3 Labour Force Bekerja 151.7 160.1 169.8 175.8 183.7 Employed Penganggur 6.5 6.3 6.4 5.8 5.6 Unemployed Luar Tenaga Buruh 28.6 33.0 33.1 37.5 32.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.7 83.4 84.2 82.9 85.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 3.8 3.7 3.2 3.0 Graduates Unemployment Rate,
Pahang,2020,Lelaki Male,80200.0
Pahang,2021,Lelaki Male,84900.0
Pahang,2022,Lelaki Male,89400.0
Pahang,2023,Lelaki Male,92000.0
Pahang,2024,Lelaki Male,92600.0
Pahang,2020,Tenaga Buruh 72.7 75.5 79.8 81.1 84.0 Labour Force Bekerja 70.1 72.9 77.5 78.9 81.9 Employed Penganggur 2.6 2.5 2.2 2.2 2.1 Unemployed Luar Tenaga Buruh 7.5 9.4 9.7 10.9 8.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 90.6 88.9 89.2 88.1 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.5 3.4 2.8 2.7 2.5 Graduates Unemployment Rate,
Pahang,2021,Tenaga Buruh 72.7 75.5 79.8 81.1 84.0 Labour Force Bekerja 70.1 72.9 77.5 78.9 81.9 Employed Penganggur 2.6 2.5 2.2 2.2 2.1 Unemployed Luar Tenaga Buruh 7.5 9.4 9.7 10.9 8.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 90.6 88.9 89.2 88.1 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.5 3.4 2.8 2.7 2.5 Graduates Unemployment Rate,
Pahang,2022,Tenaga Buruh 72.7 75.5 79.8 81.1 84.0 Labour Force Bekerja 70.1 72.9 77.5 78.9 81.9 Employed Penganggur 2.6 2.5 2.2 2.2 2.1 Unemployed Luar Tenaga Buruh 7.5 9.4 9.7 10.9 8.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 90.6 88.9 89.2 88.1 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.5 3.4 2.8 2.7 2.5 Graduates Unemployment Rate,
Pahang,2023,Tenaga Buruh 72.7 75.5 79.8 81.1 84.0 Labour Force Bekerja 70.1 72.9 77.5 78.9 81.9 Employed Penganggur 2.6 2.5 2.2 2.2 2.1 Unemployed Luar Tenaga Buruh 7.5 9.4 9.7 10.9 8.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 90.6 88.9 89.2 88.1 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.5 3.4 2.8 2.7 2.5 Graduates Unemployment Rate,
Pahang,2024,Tenaga Buruh 72.7 75.5 79.8 81.1 84.0 Labour Force Bekerja 70.1 72.9 77.5 78.9 81.9 Employed Penganggur 2.6 2.5 2.2 2.2 2.1 Unemployed Luar Tenaga Buruh 7.5 9.4 9.7 10.9 8.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 90.6 88.9 89.2 88.1 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.5 3.4 2.8 2.7 2.5 Graduates Unemployment Rate,
Pahang,2020,Perempuan Female,106700.0
Pahang,2021,Perempuan Female,114400.0
Pahang,2022,Perempuan Female,119900.0
Pahang,2023,Perempuan Female,127000.0
Pahang,2024,Perempuan Female,129300.00000000001
Pahang,2020,Tenaga Buruh 85.5 90.9 96.5 100.4 105.3 Labour Force Bekerja 81.6 87.1 92.3 96.8 101.8 Employed Penganggur 3.9 3.7 4.2 3.6 3.5 Unemployed Luar Tenaga Buruh 21.1 23.5 23.5 26.5 23.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 80.2 79.4 80.4 79.1 81.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.1 4.4 3.6 3.3 Graduates Unemployment Rate,
Pahang,2021,Tenaga Buruh 85.5 90.9 96.5 100.4 105.3 Labour Force Bekerja 81.6 87.1 92.3 96.8 101.8 Employed Penganggur 3.9 3.7 4.2 3.6 3.5 Unemployed Luar Tenaga Buruh 21.1 23.5 23.5 26.5 23.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 80.2 79.4 80.4 79.1 81.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.1 4.4 3.6 3.3 Graduates Unemployment Rate,
Pahang,2022,Tenaga Buruh 85.5 90.9 96.5 100.4 105.3 Labour Force Bekerja 81.6 87.1 92.3 96.8 101.8 Employed Penganggur 3.9 3.7 4.2 3.6 3.5 Unemployed Luar Tenaga Buruh 21.1 23.5 23.5 26.5 23.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 80.2 79.4 80.4 79.1 81.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.1 4.4 3.6 3.3 Graduates Unemployment Rate,
Pahang,2023,Tenaga Buruh 85.5 90.9 96.5 100.4 105.3 Labour Force Bekerja 81.6 87.1 92.3 96.8 101.8 Employed Penganggur 3.9 3.7 4.2 3.6 3.5 Unemployed Luar Tenaga Buruh 21.1 23.5 23.5 26.5 23.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 80.2 79.4 80.4 79.1 81.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.1 4.4 3.6 3.3 Graduates Unemployment Rate,
Pahang,2024,Tenaga Buruh 85.5 90.9 96.5 100.4 105.3 Labour Force Bekerja 81.6 87.1 92.3 96.8 101.8 Employed Penganggur 3.9 3.7 4.2 3.6 3.5 Unemployed Luar Tenaga Buruh 21.1 23.5 23.5 26.5 23.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 80.2 79.4 80.4 79.1 81.5 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.1 4.4 3.6 3.3 Graduates Unemployment Rate,
Pulau Pinang,2020,Jumlah Total,335300.0
Pulau Pinang,2021,Jumlah Total,355500.0
Pulau Pinang,2022,Jumlah Total,364600.0
Pulau Pinang,2023,Jumlah Total,381900.0
Pulau Pinang,2024,Jumlah Total,405000.0
Pulau Pinang,2020,Tenaga Buruh 278.3 303.3 304.6 325.6 340.3 Labour Force Bekerja 271.5 296.1 297.4 319.3 333.2 Employed Penganggur 6.8 7.3 7.1 6.3 7.0 Unemployed Luar Tenaga Buruh 56.9 52.2 60.0 56.3 64.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.0 85.3 83.5 85.3 84.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.4 2.3 1.9 2.1 Graduates Unemployment Rate,
Pulau Pinang,2021,Tenaga Buruh 278.3 303.3 304.6 325.6 340.3 Labour Force Bekerja 271.5 296.1 297.4 319.3 333.2 Employed Penganggur 6.8 7.3 7.1 6.3 7.0 Unemployed Luar Tenaga Buruh 56.9 52.2 60.0 56.3 64.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.0 85.3 83.5 85.3 84.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.4 2.3 1.9 2.1 Graduates Unemployment Rate,
Pulau Pinang,2022,Tenaga Buruh 278.3 303.3 304.6 325.6 340.3 Labour Force Bekerja 271.5 296.1 297.4 319.3 333.2 Employed Penganggur 6.8 7.3 7.1 6.3 7.0 Unemployed Luar Tenaga Buruh 56.9 52.2 60.0 56.3 64.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.0 85.3 83.5 85.3 84.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.4 2.3 1.9 2.1 Graduates Unemployment Rate,
Pulau Pinang,2023,Tenaga Buruh 278.3 303.3 304.6 325.6 340.3 Labour Force Bekerja 271.5 296.1 297.4 319.3 333.2 Employed Penganggur 6.8 7.3 7.1 6.3 7.0 Unemployed Luar Tenaga Buruh 56.9 52.2 60.0 56.3 64.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.0 85.3 83.5 85.3 84.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.4 2.3 1.9 2.1 Graduates Unemployment Rate,
